Color Name,Collection Name,Gender Name,No,Description,Item UPC/EAN Number,Eye Size Description
10,Brendel Sun,Female,905003 10 59,Brendel Sun 905003 10 59,764724289201,59
60,Brendel Sun,Female,905003 60 59,Brendel Sun 905003 60 59,764724289195,59
20,Brendel Sun,Female,905007 20 50,Brendel Sun 905007 20 50,764724428204,50
30,Brendel Sun,Female,905007 30 50,Brendel Sun 905007 30 50,764724428211,50
20,Brendel Sun,Female,905008 20 52,Brendel Sun 905008 20 52,764724426385,52
30,Brendel Sun,Female,905008 30 52,Brendel Sun 905008 30 52,764724426392,52
,Brendel Sun,,905131 10 52,Brendel Sun 905131 10 52,764724197186,
,Brendel Sun,,905131 50 52,Brendel Sun 905131 50 52,764724197193,
,Brendel Sun,,905131 60 52,Brendel Sun 905131 60 52,764724197209,
10,Brendel Sun,Female,906001 10 57,Brendel Sun 906001 10 57,764724280321,57
50,Brendel Sun,Female,906001 50 57,Brendel Sun 906001 50 57,764724280338,57
60,Brendel Sun,Female,906001 60 57,Brendel Sun 906001 60 57,764724280345,57
40,Brendel Sun,Female,906002 40 58,Brendel Sun 906002 40 58,764724280284,58
50,Brendel Sun,Female,906002 50 58,Brendel Sun 906002 50 58,764724280307,58
60,Brendel Sun,Female,906002 60 58,Brendel Sun 906002 60 58,764724280291,58
70,Brendel Sun,Female,906002 70 58,Brendel Sun 906002 70 58,764724280314,58
50,Brendel Sun,Female,906005 50 56,Brendel Sun 906005 50 56,764724280161,56
60,Brendel Sun,Female,906006 60 57,Brendel Sun 906006 60 57,764724280192,57
70,Brendel Sun,Female,906006 70 57,Brendel Sun 906006 70 57,764724280215,57
64,Brendel Sun,Female,906008 64 54,Brendel Sun 906008 64 54,764724282769,54
,Brendel Sun,Female,906009 10 57,Brendel Sun 906009 10 57,764724280369,
50,Brendel Sun,Female,906009 50 57,Brendel Sun 906009 50 57,764724280376,57
60,Brendel Sun,Female,906009 60 57,Brendel Sun 906009 60 57,764724280383,57
10,Brendel Sun,Female,906014 10 57,Brendel Sun 906014 10 57,764724280253,57
50,Brendel Sun,Female,906014 50 57,Brendel Sun 906014 50 57,764724280260,57
60,Brendel Sun,Female,906014 60 57,Brendel Sun 906014 60 57,764724280277,57
50,Brendel Sun,Female,906015 50 57,Brendel Sun 906015 50 57,764724280390,57
60,Brendel Sun,Female,906015 60 57,Brendel Sun 906015 60 57,764724280406,57
10,Brendel Sun,Female,906019 10 55,Brendel Sun 906019 10 55,764724297565,55
60,Brendel Sun,Female,906019 60 55,Brendel Sun 906019 60 55,764724297558,55
10,Brendel Sun,Female,906020 10 56,Brendel Sun 906020 10 56,764724289270,56
60,Brendel Sun,Female,906020 60 56,Brendel Sun 906020 60 56,764724289263,56
70,Brendel Sun,Female,906020 70 56,Brendel Sun 906020 70 56,764724289256,56
10,Brendel Sun,Female,906022 10 57,Brendel Sun 906022 10 57,764724289300,57
60,Brendel Sun,Female,906022 60 57,Brendel Sun 906022 60 57,764724289317,57
50,Brendel Sun,Female,906023 50 57,Brendel Sun 906023 50 57,764724289324,57
60,Brendel Sun,Female,906023 60 57,Brendel Sun 906023 60 57,764724289331,57
10,Brendel Sun,Female,906025 10 56,Brendel Sun 906025 10 56,764724289287,56
50,Brendel Sun,Female,906025 50 56,Brendel Sun 906025 50 56,764724289294,56
60,Brendel Sun,Female,906026 60 56,Brendel Sun 906026 60 56,764724292621,56
80,Brendel Sun,Female,906026 80 56,Brendel Sun 906026 80 56,764724292614,56
10,Brendel Sun,Female,906027 10 56,Brendel Sun 906027 10 56,764724289249,56
50,Brendel Sun,Female,906027 50 56,Brendel Sun 906027 50 56,764724289232,56
60,Brendel Sun,Female,906028 60 57,Brendel Sun 906028 60 57,764724289218,57
65,Brendel Sun,Female,906028 65 57,Brendel Sun 906028 65 57,764724289225,57
10,Brendel Sun,Female,906032 10 57,Brendel Sun 906032 10 57,764724297589,57
60,Brendel Sun,Female,906032 60 57,Brendel Sun 906032 60 57,764724297572,57
Unassigned,Brendel Sun,Female,906033 30 91,Brendel Sun 906033 30 91,764724997106,Unassigned
61,Brendel Sun,Female,906033 61 55,Brendel Sun 906033 61 55,764724297602,55
Unassigned,Brendel Sun,Female,906033 61 91,Brendel Sun 906033 61 91,764724997229,Unassigned
10,Brendel Sun,Female,906034 10 58,Brendel Sun 906034 10 58,764724297626,58
50,Brendel Sun,Female,906034 50 58,Brendel Sun 906034 50 58,764724297619,58
17,Brendel Sun,Female,906035 17 54,Brendel Sun 906035 17 54,764724303792,54
62,Brendel Sun,Female,906035 62 54,Brendel Sun 906035 62 54,764724303785,54
50,Brendel Sun,Female,906036 50 55,Brendel Sun 906036 50 55,764724297633,55
Unassigned,Brendel Sun,Female,906036 50 91,Brendel Sun 906036 50 91,764724997366,Unassigned
60,Brendel Sun,Female,906036 60 55,Brendel Sun 906036 60 55,764724297640,55
Unassigned,Brendel Sun,Female,906036 60 91,Brendel Sun 906036 60 91,764724997731,Unassigned
40,Brendel Sun,Female,906037 40 58,Brendel Sun 906037 40 58,764724297657,58
60,Brendel Sun,Female,906037 60 58,Brendel Sun 906037 60 58,764724297664,58
40,Brendel Sun,Female,906072 40 54,Brendel Sun 906072 40 54,764724334222,54
60,Brendel Sun,Female,906072 60 54,Brendel Sun 906072 60 54,764724334239,54
,Brendel Sun,Female,906080 10 10,Brendel 906080 10 10,,
10,Brendel Sun,Female,906080 10 58,Brendel Sun 906080 10 58,764724367848,58
60,Brendel Sun,Female,906080 60 58,Brendel Sun 906080 60 58,764724367855,58
10,Brendel Sun,Female,906081 10 51,Brendel Sun 906081 10 51,764724333577,51
20,Brendel Sun,Female,906081 20 51,Brendel Sun 906081 20 51,764724333584,51
60,Brendel Sun,Female,906083 60 57,Brendel Sun 906083 60 57,764724333591,57
90,Brendel Sun,Female,906083 90 57,Brendel Sun 906083 90 57,764724333607,57
50,Brendel Sun,Female,906084 50 55,Brendel Sun 906084 50 55,764724339548,55
60,Brendel Sun,Female,906084 60 55,Brendel Sun 906084 60 55,764724339531,55
50,Brendel Sun,Female,906086 50 55,Brendel Sun 906086 50 55,764724367800,55
60,Brendel Sun,Female,906086 60 55,Brendel Sun 906086 60 55,764724367817,55
60,Brendel Sun,Female,906087 60 55,Brendel Sun 906087 60 55,764724367831,55
Unassigned,Brendel Sun,Female,906087 60 91,Brendel Sun 906087 60 91,764724997120,Unassigned
70,Brendel Sun,Female,906087 70 55,Brendel Sun 906087 70 55,764724367824,55
Unassigned,Brendel Sun,Female,906087 70 91,Brendel Sun 906087 70 91,764724997328,Unassigned
10,Brendel Sun,Female,906094 10 56,Brendel Sun 906094 10 56,764724367862,56
40,Brendel Sun,Female,906094 40 56,Brendel Sun 906094 40 56,764724367879,56
30,Brendel Sun,Female,906097 30 53,Brendel Sun 906097 30 53,764724367725,53
Unassigned,Brendel Sun,Female,906097 30 91,Brendel Sun 906097 30 91,764724996888,Unassigned
50,Brendel Sun,Female,906097 50 53,Brendel Sun 906097 50 53,764724367732,53
Unassigned,Brendel Sun,Female,906097 50 91,Brendel Sun 906097 50 91,764724997687,Unassigned
30,Brendel Sun,Female,906098 30 51,Brendel Sun 906098 30 51,764724367763,51
40,Brendel Sun,Female,906098 40 51,Brendel Sun 906098 40 51,764724367770,51
10,Brendel Sun,Female,906099 10 55,Brendel Sun 906099 10 55,764724367787,55
80,Brendel Sun,Female,906099 80 55,Brendel Sun 906099 80 55,764724367794,55
20,Brendel Sun,Female,906100 20 53,Brendel Sun 906100 20 53,764724371081,53
30,Brendel Sun,Female,906100 30 53,Brendel Sun 906100 30 53,764724371098,53
20,Brendel Sun,Female,906102 20 55,Brendel Sun 906102 20 55,764724368326,55
30,Brendel Sun,Female,906102 30 55,Brendel Sun 906102 30 55,764724368333,55
30,Brendel Sun,Female,906104 30 53,Brendel Sun 906104 30 53,764724368357,53
80,Brendel Sun,Female,906104 80 53,Brendel Sun 906104 80 53,764724368340,53
10,Brendel Sun,Female,906110 10 54,Brendel Sun 906110 10 54,764724426408,54
80,Brendel Sun,Female,906110 80 54,Brendel Sun 906110 80 54,764724426415,54
,Madison Combo,,9101 10 53,Madison Combo 9101 10 53,764724229351,
,Madison Combo,,9101 30 53,Madison Combo 9101 30 53,764724229375,
,Madison Combo,,9101 60 53,Madison Combo 9101 60 53,764724229368,
,Madison Combo,,9102 21 52,Madison Combo 9102 21 52,764724229450,
,Madison Combo,,9102 30 52,Madison Combo 9102 30 52,764724229467,
,Madison Combo,,9103 10 55,Madison Combo 9103 10 55,764724229566,
,Madison Combo,,9103 30 55,Madison Combo 9103 30 55,764724229580,
,Madison Combo,,9103 60 55,Madison Combo 9103 60 55,764724229573,
,Madison Combo,,9104 10 52,Madison Combo 9104 10 52,764724229665,
,Madison Combo,,9104 70 52,Madison Combo 9104 70 52,764724229672,
,Madison Combo,,9105 00 48,Madison Combo 9105 00 48,764724229764,
,Madison Combo,,9105 10 48,Madison Combo 9105 10 48,764724229757,
,Madison Combo,,9106 10 47,Madison Combo 9106 10 47,764724229849,
,Madison Combo,,9106 30 47,Madison Combo 9106 30 47,764724229863,
,Madison Combo,,9106 60 47,Madison Combo 9106 60 47,764724229856,
50,Brendel Sun,Female,916001 50 54,Brendel Sun 916001 50 54,764724309206,54
70,Brendel Sun,Female,916001 70 54,Brendel Sun 916001 70 54,764724309190,54
50,Brendel Sun,Female,916002 50 55,Brendel Sun 916002 50 55,764724309220,55
70,Brendel Sun,Female,916002 70 55,Brendel Sun 916002 70 55,764724309213,55
Unassigned,Brendel Sun,Female,916002 70 91,Brendel Sun 916002 70 91,764724997748,Unassigned
30,Brendel Sun,Female,916003 30 54,Brendel Sun 916003 30 54,764724309244,54
60,Brendel Sun,Female,916003 60 54,Brendel Sun 916003 60 54,764724309237,54
20,Brendel Sun,Female,916004 20 58,Brendel Sun 916004 20 58,764724309251,58
74,Brendel Sun,Female,916004 74 58,Brendel Sun 916004 74 58,764724309268,58
13,Brendel Sun,Female,916005 13 56,Brendel Sun 916005 13 56,764724309275,56
,Brendel Optical,Female,916005 13 58,Brendel 916005 13 58,,
70,Brendel Sun,Female,916005 70 56,Brendel Sun 916005 70 56,764724309282,56
,Brendel Optical,Female,916005 70 58,Brendel 916005 70 58,,
,Brendel Optical,Female,916006 60 56,Brendel 916006 60 56,764724309305,
70,Brendel Sun,Female,916006 70 56,Brendel Sun 916006 70 56,764724309299,56
30,Brendel Sun,Female,916007 30 57,Brendel Sun 916007 30 57,764724309329,57
50,Brendel Sun,Female,916007 50 57,Brendel Sun 916007 50 57,764724309336,57
60,Brendel Sun,Female,916007 60 57,Brendel Sun 916007 60 57,764724309312,57
10,Brendel Sun,Female,916008 10 52,Brendel Sun 916008 10 52,764724309343,52
55,Brendel Sun,Female,916008 55 52,Brendel Sun 916008 55 52,764724309350,52
60,Brendel Sun,Female,916009 60 56,Brendel Sun 916009 60 56,764724312152,56
62,Brendel Sun,Female,916009 62 56,Brendel Sun 916009 62 56,764724312169,56
10,Brendel Sun,Female,916010 10 55,Brendel Sun 916010 10 55,764724312176,55
62,Brendel Sun,Female,916010 62 55,Brendel Sun 916010 62 55,764724312183,55
10,Brendel Sun,Female,916011 10 53,Brendel Sun 916011 10 53,764724334208,53
60,Brendel Sun,Female,916011 60 53,Brendel Sun 916011 60 53,764724334215,53
10,Brendel Sun,Female,916012 10 56,Brendel Sun 916012 10 56,764724334369,56
60,Brendel Sun,Female,916012 60 56,Brendel Sun 916012 60 56,764724334376,56
60,Brendel Sun,Female,916013 60 53,Brendel Sun 916013 60 53,764724334253,53
Unassigned,Brendel Sun,Female,916013 60 91,Brendel Sun 916013 60 91,764724997168,Unassigned
70,Brendel Sun,Female,916013 70 53,Brendel Sun 916013 70 53,764724334246,53
Unassigned,Brendel Sun,Female,916013 70 91,Brendel Sun 916013 70 91,764724997342,Unassigned
10,Brendel Sun,Female,916014 10 53,Brendel Sun 916014 10 53,764724334260,53
60,Brendel Sun,Female,916014 60 53,Brendel Sun 916014 60 53,764724334277,53
10,Brendel Sun,Female,916015 10 54,Brendel Sun 916015 10 54,764724334383,54
20,Brendel Sun,Female,916015 20 54,Brendel Sun 916015 20 54,764724334390,54
10,Brendel Sun,Female,916016 10 54,Brendel Sun 916016 10 54,764724334284,54
13,Brendel Sun,Female,916016 13 54,Brendel Sun 916016 13 54,764724334291,54
30,Brendel Sun,Female,916017 30 54,Brendel Sun 916017 30 54,764724334307,54
Unassigned,Brendel Sun,Female,916017 30 91,Brendel Sun 916017 30 91,764724996925,Unassigned
60,Brendel Sun,Female,916017 60 54,Brendel Sun 916017 60 54,764724334314,54
Unassigned,Brendel Sun,Female,916017 60 91,Brendel Sun 916017 60 91,764724997144,Unassigned
60,Brendel Sun,Female,916018 60 56,Brendel Sun 916018 60 56,764724334321,56
62,Brendel Sun,Female,916018 62 56,Brendel Sun 916018 62 56,764724334338,56
10,Brendel Sun,Female,916019 10 56,Brendel Sun 916019 10 56,764724334345,56
40,Brendel Sun,Female,916019 40 56,Brendel Sun 916019 40 56,764724334352,56
10,Brendel Sun,Female,916020 10 52,Brendel Sun 916020 10 52,764724368876,52
60,Brendel Sun,Female,916020 60 52,Brendel Sun 916020 60 52,764724368869,52
60,Brendel Sun,Female,916021 60 55,Brendel Sun 916021 60 55,764724368890,55
70,Brendel Sun,Female,916021 70 55,Brendel Sun 916021 70 55,764724368883,55
10,Brendel Sun,Female,916022 10 54,Brendel Sun 916022 10 54,764724368913,54
Unassigned,Brendel Sun,Female,916022 10 91,Brendel Sun 916022 10 91,764724997038,Unassigned
60,Brendel Sun,Female,916022 60 54,Brendel Sun 916022 60 54,764724368906,54
Unassigned,Brendel Sun,Female,916022 60 91,Brendel Sun 916022 60 91,764724997427,Unassigned
,Brendel Optical,Female,920010 10 57,Brendel Optical 920010 10 57,764724243517,
,Brendel Optical,Female,920010 30 57,Brendel Optical 920010 30 57,764724243531,
,Brendel Optical,Female,920010 70 57,Brendel Optical 920010 70 57,764724243524,
,Brendel Optical,Female,920011 20 55,Brendel Optical 920011 20 55,764724243555,
,Brendel Optical,Female,920011 30 55,Brendel Optical 920011 30 55,764724243562,
,Brendel Optical,Female,920011 70 55,Brendel Optical 920011 70 55,764724243548,
,Brendel Optical,Female,920012 10 54,Brendel Optical 920012 10 54,764724243579,
,Brendel Optical,Female,920012 30 54,Brendel Optical 920012 30 54,764724243593,
,Brendel Optical,Female,920012 70 54,Brendel Optical 920012 70 54,764724243586,
,Brendel Optical,Female,920013 10 53,Brendel Optical 920013 10 53,764724243609,
,Brendel Optical,Female,920013 60 53,Brendel Optical 920013 60 53,764724243623,
,Brendel Optical,Female,920013 70 53,Brendel Optical 920013 70 53,764724243616,
,Brendel Optical,Female,920014 10 52,Brendel Optical 920014 10 52,764724243630,
,Brendel Optical,Female,920014 30 52,Brendel Optical 920014 30 52,764724243654,
,Brendel Optical,Female,920014 70 52,Brendel Optical 920014 70 52,764724243647,
,Madison Combo,,9213 20 51,Madison Combo 9213 20 51,764724232351,
,Madison Combo,,9213 40 51,Madison Combo 9213 40 51,764724232368,
,Madison Combo,,9213 60 51,Madison Combo 9213 60 51,764724232344,
50,Brendel Optical,Female,922001 50 54,Brendel Optical 922001 50 54,764724301705,54
60,Brendel Optical,Female,922001 60 54,Brendel Optical 922001 60 54,764724301682,54
70,Brendel Optical,Female,922001 70 54,Brendel Optical 922001 70 54,764724301699,54
,Brendel Optical,Female,922002 50 50,Brendel 922002 50 50,764724301729,
,Brendel Optical,Female,922002 60 50,Brendel 922002 60 50,764724301712,
70,Brendel Optical,Female,922002 70 50,Brendel Optical 922002 70 50,764724301736,50
10,Brendel Optical,Female,922003 10 51,Brendel Optical 922003 10 51,764724303952,51
55,Brendel Optical,Female,922003 55 51,Brendel Optical 922003 55 51,764724303938,51
74,Brendel Optical,Female,922003 74 51,Brendel Optical 922003 74 51,764724303983,51
55,Brendel Optical,Female,922004 55 50,Brendel Optical 922004 55 50,764724304041,50
60,Brendel Optical,Female,922004 60 50,Brendel Optical 922004 60 50,764724304034,50
70,Brendel Optical,Female,922004 70 50,Brendel Optical 922004 70 50,764724304027,50
10,Brendel Optical,Female,922006 10 51,Brendel Optical 922006 10 51,764724303228,51
50,Brendel Optical,Female,922006 50 51,Brendel Optical 922006 50 51,764724303242,51
60,Brendel Optical,Female,922006 60 51,Brendel Optical 922006 60 51,764724303235,51
55,Brendel Optical,Female,922007 55 49,Brendel Optical 922007 55 49,764724303273,49
65,Brendel Optical,Female,922007 65 49,Brendel Optical 922007 65 49,764724303266,49
70,Brendel Optical,Female,922007 70 49,Brendel Optical 922007 70 49,764724303259,49
10,Brendel Optical,Female,922008 10 52,Brendel Optical 922008 10 52,764724303280,52
60,Brendel Optical,Female,922008 60 52,Brendel Optical 922008 60 52,764724303303,52
70,Brendel Optical,Female,922008 70 52,Brendel Optical 922008 70 52,764724303297,52
10,Brendel Optical,Female,922009 10 52,Brendel Optical 922009 10 52,764724303310,52
40,Brendel Optical,Female,922009 40 52,Brendel Optical 922009 40 52,764724303327,52
50,Brendel Optical,Female,922009 50 52,Brendel Optical 922009 50 52,764724303334,52
15,Brendel Optical,Female,922010 15 52,Brendel Optical 922010 15 52,764724303341,52
65,Brendel Optical,Female,922010 65 52,Brendel Optical 922010 65 52,764724303358,52
71,Brendel Optical,Female,922010 71 52,Brendel Optical 922010 71 52,764724303365,52
52,Brendel Optical,Female,922012 52 52,Brendel Optical 922012 52 52,764724305864,52
,Brendel Optical,Female,922012 65 52,Brendel 922012 65 52,,
67,Brendel Optical,Female,922012 67 52,Brendel Optical 922012 67 52,764724305840,52
72,Brendel Optical,Female,922012 72 52,Brendel Optical 922012 72 52,764724305857,52
12,Brendel Optical,Female,922014 12 53,Brendel Optical 922014 12 53,764724310479,53
50,Brendel Optical,Female,922014 50 53,Brendel Optical 922014 50 53,764724310486,53
67,Brendel Optical,Female,922014 67 53,Brendel Optical 922014 67 53,764724310462,53
40,Brendel Optical,Female,922015 40 52,Brendel Optical 922015 40 52,764724310516,52
,Brendel Optical,Female,922015 55 52,Brendel 922015 55 52,764724310509,
,Brendel Optical,Female,922015 60 52,Brendel 922015 60 52,764724310493,
51,Brendel Optical,Female,922016 51 53,Brendel Optical 922016 51 53,764724305895,53
65,Brendel Optical,Female,922016 65 53,Brendel Optical 922016 65 53,764724305871,53
75,Brendel Optical,Female,922016 75 53,Brendel Optical 922016 75 53,764724305888,53
30,Brendel Optical,Female,922017 30 53,Brendel Optical 922017 30 53,764724310523,53
